등록기관,종별,의료기관명,전화번호,소재지(지번),소재지(도로명),인허가일자
전라남도 목포시 보건소,치과의원,백세치과의원,061-272-2804,전라남도 목포시 산정3동 1712번지 10호,전라남도 목포시 연산로 163 (산정동),2009-08-31
전라남도 여수시 보건소,의원,여수마디정형외과의원,061-652-7570,,"전라남도 여수시 여서로 156-1, 3층 (여서동)",2017-10-31
전라남도 순천시 보건소,의원,늘건강마취통증의학과의원,061-721-0031,전라남도 순천시 조례동 953번지 (3층),전라남도 순천시 신월큰길 32 (조례동),2011-07-08
전라남도 완도군 보건의료원,의원,양지의원,061-552-2118,,전라남도 완도군 완도읍 개포로114번길 37-10,1998-04-01
전라남도 나주시 보건소,,나주시보건소,061-333-3003,,"전라남도 나주시 풍물시장2길 57-32 (이창동, 나주시보건소)",1983-05-06
전라남도 여수시 보건소,의원,브랜드유의원,,전라남도 여수시 학동 43-6,"전라남도 여수시 시청로 46, 5층 (학동)",2022-11-11
전라남도 목포시 보건소,한의원,조옥현고구려한의원,061-243-7001,전라남도 목포시 산정동 1789번지 36호,전라남도 목포시 청호로 102 (산정동),2004-11-09
전라남도 무안군 보건소,의원,필의원,061-287-3121~2,전라남도 무안군 삼향읍 남악리 2097번지 광일프라자,"전라남도 무안군 삼향읍 남악2로74번길 39, 광일프라자 2층 201~202호호",2009-03-04
전라남도 함평군 보건소,의원,박가정의학과 의원,061-324-1175,전라남도 함평군 함평읍 내교리 203번지 5호,전라남도 함평군 함평읍 광남길 90,2018-12-04
전라남도 순천시 보건소,의원,최종옥정형외과의원,061-725-0700,전라남도 순천시 조례동 1604번지 3호,전라남도 순천시 조례못등길 16 (조례동),1999-02-25
전라남도 순천시 보건소,한의원,수생당한의원,061-724-0555,전라남도 순천시 영동 115번지,전라남도 순천시 호남길 60 (영동),1983-07-21
전라남도 순천시 보건소,한의원,최한의원,061-753-0900,전라남도 순천시 장천동 78번지 5호,전라남도 순천시 중앙2길 1 (장천동),1990-11-19
전라남도 순천시 보건소,한의원,다솜한의원,061-726-7881,,전라남도 순천시 봉화2길 97 (조례동),1998-09-28
전라남도 여수시 보건소,의원,김내과의원,061-664-3565,전라남도 여수시 국동 647번지 3호,전라남도 여수시 신월로 713 (국동),1994-11-18
전라남도 여수시 보건소,의원,서피부과의원,061-691-2434,,"전라남도 여수시 시청로 52, 1층 (학동)",2016-07-21
전라남도 여수시 보건소,의원,여수플러스연합의원,061-642-1122,전라남도 여수시 서교동 649번지 2호,"전라남도 여수시 좌수영로 1, 2층 (서교동)",2009-10-08
전라남도 여수시 보건소,의원,미평하나의원,061-653-0182,전라남도 여수시 미평동 523번지 1호,전라남도 여수시 미평로 2 (미평동),2011-12-06
전라남도 여수시 보건소,의원,민성형외과의원,061-686-7533,전라남도 여수시 학동 84번지 5호,"전라남도 여수시 망마로 39, 3층 (학동)",2013-10-07
전라남도 여수시 보건소,의원,여도연합의원,061-686-3116,전라남도 여수시 봉계동 33번지 49호,전라남도 여수시 좌수영로 676 (봉계동),2007-01-02
전라남도 영암군 보건소,의원,대불제일의원,061-464-1821,,전라남도 영암군 삼호읍 삼호중앙로 162,2002-01-17
전라남도 순천시 보건소,한의원,아이누리한의원,061-723-0275,전라남도 순천시 해룡면 신대리 1981번지 2층 202호,"전라남도 순천시 해룡면 매안로 145, 2층 202호",2018-04-11
전라남도 담양군 보건소,의원,복음외과의원,061-383-9191,전라남도 담양군 담양읍 지침리 136-7,전라남도 담양군 담양읍 지침3길 7-27,2000-01-04
전라남도 담양군 보건소,한의원,경희한의원,061-381-3875,전라남도 담양군 담양읍 천변리 178-9,전라남도 담양군 담양읍 천변6길 2,2016-10-25
전라남도 순천시 보건소,의원,블리비의원,1833-6683,전라남도 순천시 조례동 1722-6 동신빌딩 201호,"전라남도 순천시 이수로 331, 동신빌딩 2층 201호 (조례동)",2021-09-01
전라남도 순천시 보건소,치과의원,별량치과의원,061-726-2825,전라남도 순천시 별량면 봉림리 207번지 5호 1층,"전라남도 순천시 별량면 별량길 80, 1층",2019-02-19
전라남도 순천시 보건소,한의원,함소아한의원,061-727-1075,,"전라남도 순천시 왕지1길 3-13, 1층 (왕지동)",2017-02-06
전라남도 무안군 보건소,의원,제일정형외과의원,061-453-1400,전라남도 무안군 무안읍 성동리 608-1 제일정형외과의원,"전라남도 무안군 무안읍 무안로 567, 제일정형외과의원",2021-10-15
전라남도 무안군 보건소,의원,운남소망의원,061-453-3233,전라남도 무안군 운남면 연리 410-31,전라남도 무안군 운남면 신월로 8,2008-06-05
전라남도 순천시 보건소,치과의원,이사랑치과의원,061-725-2804,,"전라남도 순천시 해룡면 장선배기길 272, 부영6차가동 2층 3,4호",1999-07-15
전라남도 담양군 보건소,,담양군대덕면용대보건진료소,061-382-1884,전라남도 담양군 대덕면 용대리 248-1,전라남도 담양군 대덕면 용대길 38,1985-10-02
전라남도 담양군 보건소,,담양군금성면덕성보건진료소,061-380-3868,전라남도 담양군 금성면 덕성리 819-3,전라남도 담양군 금성면 덕성길 48-8,1982-12-10
전라남도 담양군 보건소,,담양군가사문학인암보건진료소,061-382-1244,전라남도 담양군 가사문학면 인암리 86-2,전라남도 담양군 가사문학면 인암길 20-9,1984-10-02
전라남도 담양군 보건소,,담양군봉산면양지보건진료소,061-382-6538,전라남도 담양군 봉산면 양지리 558-4,전라남도 담양군 봉산면 양지길 17,1983-12-05
전라남도 담양군 보건소,,담양군고서원주보건진료소,061-382-3841,전라남도 담양군 고서면 주산리 597-5,전라남도 담양군 고서면 주평길 30,1981-09-15
전라남도 담양군 보건소,치과의원,김치과의원,061-381-7528,전라남도 담양군 창평면 창평리 209-5,"전라남도 담양군 창평면 의병로 133, 2층층",2001-04-18
전라남도 무안군 보건소,한의원,청계한의원,061-454-7582,,전라남도 무안군 청계면 영산로 1684,2005-04-27
,,장성군보건소,061-390-2122,전라남도 장성군 장성읍 영천리 1475번지 4호,전라남도 장성군 장성읍 청운11길 13,2009-03-06
전라남도 여수시 보건소,치과의원,정현치과의원,061-683-2222,전라남도 여수시 학동 67-10,"전라남도 여수시 도원로 283, 2층 (학동)",2022-04-21
전라남도 순천시 보건소,치과의원,순천스마트치과의원,061-753-2828,전라남도 순천시 조례동 975-17,"전라남도 순천시 신월큰길 7, 나동 6층 (조례동)",2022-04-21
전라남도 나주시 보건소,의원,나주속편한내과의원,061-813-2275,전라남도 나주시 성북동 138번지 18호 2층,"전라남도 나주시 영산로 5426, 2층 (성북동)",2015-11-18
전라남도 나주시 보건소,의원,나주우리안과의원,061-331-1175,"전라남도 나주시 성북동 138번지 65호 (지상1, 2층)",전라남도 나주시 나주로 208 (성북동),2010-11-05
전라남도 목포시 보건소,치과의원,최선치과의원,061-278-5975,전라남도 목포시 산정동 1095-2번지 4층,"전라남도 목포시 산정로 59, 4층 (산정동)",1992-05-01
전라남도 여수시 보건소,한의원,금천한의원,061-655-0022,전라남도 여수시 여서동 491번지 3호,전라남도 여수시 여서로 164-1 (여서동),2012-10-04
전라남도 보성군 보건소,,보성군보건소,061-853-4000,전라남도 보성군 보성읍 보성리 823번지 3호,전라남도 보성군 보성읍 송재로 153,1967-06-20
전라남도 신안군 보건소,의원,한국의원,061-262-1116,전라남도 신안군 안좌면 읍동리 1107번지 1호,전라남도 신안군 안좌면 중부로 848,2008-04-25
전라남도 영암군 보건소,한의원,원광한의원,061-473-3333,전라남도 영암군 영암읍 역리 158번지 9호,전라남도 영암군 영암읍 중앙로 65-1,2020-02-25
전라남도 무안군 보건소,치과의원,키즈빌치과의원,061-282-3929,전라남도 무안군 삼향읍 남악리 1472번지 3층 301호(한양에드가오피스텔1),"전라남도 무안군 삼향읍 남악4로 86, 3층 301호 (한양에드가오피스텔1)",2013-08-01
전라남도 여수시 보건소,치과의원,즐거운치과의원,061-654-6541,,전라남도 여수시 대학로 11 (미평동),2000-04-06
전라남도 여수시 보건소,치과의원,바른플란트치과의원,061-682-2879,전라남도 여수시 웅천동 1881-4,"전라남도 여수시 웅천로 134, 303,304호 (웅천동)",2021-05-05
전라남도 나주시 보건소,의원,봉황가정의학과의원,061-331-1160,전라남도 나주시 봉황면 죽석리 541번지5호,전라남도 나주시 봉황면 봉황로 759,2000-03-08
전라남도 나주시 보건소,의원,뷰티라인 의원,061-930-3051,,"전라남도 나주시 빛가람로 740, 703,704호 (빛가람동)",2017-04-18
전라남도 나주시 보건소,의원,한국흉부외과의원,061-334-7688,전라남도 나주시 공산면 금곡리 865번지9호,전라남도 나주시 공산면 공산로 124-9,1996-02-26
전라남도 나주시 보건소,의원,현대의원,061-335-4488,전라남도 나주시 다시면 월태리 611번지58호,전라남도 나주시 다시면 다시로 169,1997-12-29
전라남도 광양시 보건소,한의원,시민한의원,061-762-2022,전라남도 광양시 광양읍 목성리 822번지 3호,전라남도 광양시 광양읍 희양현로 71,1999-04-21
전라남도 여수시 보건소,치과병원,의료법인 모아의료재단 모아치과병원,061-686-2275,,"전라남도 여수시 소호로 618 (학동, 모아메디컬센터)",2007-02-22
전라남도 여수시 보건소,의원,서울맑은의원,061-662-3003,전라남도 여수시 충무동 621-16,"전라남도 여수시 중앙로 27, 5층 (충무동)",2011-04-08
전라남도 나주시 보건소,치과의원,서울S치과의원,061-333-7528,전라남도 나주시 성북동 138번지 65호 (지상3층),"전라남도 나주시 나주로 206, 3층 (성북동)",2011-01-17
전라남도 나주시 보건소,치과의원,남평치과의원,061-331-0005,전라남도 나주시 남평읍 남평리 2번지7호,전라남도 나주시 남평읍 남평1로 55,1999-11-06
전라남도 나주시 보건소,의원,이내과의원,061-331-7570,전라남도 나주시 남평읍 남평리 86번지,전라남도 나주시 남평읍 남평1로 28,2004-03-31
전라남도 나주시 보건소,의원,열린가정의원,061-334-7579,전라남도 나주시 송월동 680번지21호,전라남도 나주시 나주로 83-15 (송월동),2001-12-31
전라남도 나주시 보건소,의원,나주방부의원,061-337-8275,전라남도 나주시 금천면 오강리 158번지15호,전라남도 나주시 금천면 금영로 946,1997-01-15
전라남도 나주시 보건소,의원,주민의원,061-332-8275,전라남도 나주시 이창동 189번지1호,전라남도 나주시 예향로 3817 (이창동),1995-07-07
전라남도 나주시 보건소,치과의원,이민규부부치과의원,061-336-2875,전라남도 나주시 중앙동 79번지 1호,전라남도 나주시 나주로 186 (중앙동),1995-12-09
전라남도 순천시 보건소,의원,뉴맨비뇨기과의원,061-725-1505,전라남도 순천시 조례동 1721번지 5호 3층,"전라남도 순천시 이수로 319, 3층 (조례동)",2011-02-18
전라남도 완도군 보건의료원,치과의원,로뎀치과의원,061-554-7528,전라남도 완도군 금일읍 화목리 972,"전라남도 완도군 금일읍 금일로 361-1, 2동",2021-10-06
전라남도 화순군 보건소,치과의원,더바른치과의원,061-371-7582,전라남도 화순군 화순읍 삼천리 630번지 2호,전라남도 화순군 화순읍 칠충로 123,2019-05-08
,의원,삼계푸른의원,061-394-8262,전라남도 장성군 삼계면 사창리 411번지 2호,전라남도 장성군 삼계면 사창로 65,2019-05-08
전라남도 나주시 보건소,의원,중앙의원,061-335-5288,,전라남도 나주시 공산면 공산로 106 (중앙의원),2017-01-31
전라남도 담양군 보건소,치과의원,신우치과의원,061-381-2820,전라남도 담양군 담양읍 천변리 180-9,"전라남도 담양군 담양읍 천변7길 25, 1동 1-2층",2021-02-05
전라남도 해남군 보건소,의원,하나의원,061-533-7992,전라남도 해남군 문내면 동외리 919-42 만선,"전라남도 해남군 문내면 동영길 29-4, 1층 101호",2023-04-18
전라남도 광양시 보건소,,다압보건지소,061-797-4085,,전라남도 광양시 다압면 섬진강매화로 2147,1987-06-22
전라남도 순천시 보건소,치과의원,순천에스치과의원,061-727-8875,전라남도 순천시 조례동 586번지 2호,"전라남도 순천시 조례2길 4, 5층 501호 (조례동)",2017-10-19
전라남도 화순군 보건소,의원,푸른소아청소년과의원,061-372-1122,,전라남도 화순군 화순읍 중앙로 98,2016-02-03
전라남도 목포시 보건소,치과의원,공감치과의원,061-278-7528,전라남도 목포시 산정동 1758번지 2호,"전라남도 목포시 청호로 180, 2층 (산정동)",2019-05-22
전라남도 광양시 보건소,치과의원,스마트유치과의원,,,"전라남도 광양시 공영로 59, 4층 (중동)",2023-02-03
전라남도 나주시 보건소,치과의원,명문플란트치과의원,061-820-7528,전라남도 나주시 남평읍 동사리 363-1,"전라남도 나주시 남평읍 강변2길 5-11, 2층 203호",2021-02-24
